sex,race,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,total_priors_count,c_charge_degree,c_charge_desc,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,person_id,agency_text,maritalstatus,language,rawscore,age,juv_priors_count,adult_priors_count,is_violent,is_drug,is_property,is_fraud,is_weapon,is_traffic,is_sexual,is_public_disorder,is_justice_related,no_charge
female,african-american,greater than 65,1,1,0,0,low,2013-01-28,0,1,felony,arrest case no charge,1,1159,0,0,0,0,51618.0,pretrial,single,english,-4.39,66,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,greater than 65,1,2,1,0,low,2013-03-13,1,6,misdemeanor,driving license suspended,0,234,1,0,0,0,52941.0,pretrial,separated,english,-2.94,66,0,6,0,0,0,0,0,1,0,0,0,0
female,hispanic,greater than 65,1,1,0,0,low,2014-02-17,0,0,misdemeanor,dui - enhanced,0,774,0,0,0,0,61288.0,pretrial,divorced,english,-4.11,67,0,0,0,0,0,0,0,1,0,0,0,0
male,african-american,greater than 65,1,1,1,0,low,2014-03-04,1,1,felony,carrying concealed firearm,0,37,0,0,0,0,61684.0,pretrial,separated,english,-3.94,67,0,1,0,0,0,0,1,1,0,0,0,0
male,african-american,greater than 65,6,1,0,0,medium,2013-08-28,0,3,felony,arrest case no charge,0,947,0,0,0,0,49204.0,pretrial,married,english,-3.59,67,0,3,0,0,0,0,0,1,0,0,0,1
male,caucasian,greater than 65,5,1,0,0,medium,2013-01-19,0,0,felony,driving while license revoked,0,1168,0,0,0,0,51367.0,pretrial,divorced,english,-2.99,66,0,0,0,0,0,0,0,1,0,0,0,0
male,caucasian,greater than 65,1,1,1,0,low,2013-09-30,1,0,misdemeanor,dui- enhanced,0,86,1,0,0,0,57706.0,pretrial,divorced,english,-4.53,67,0,0,0,0,0,0,0,1,0,0,0,0
female,caucasian,greater than 65,1,1,0,0,low,2013-02-04,0,2,misdemeanor,leaving acc/unattended veh,0,1152,0,0,0,0,51829.0,pretrial,married,english,-3.45,66,0,2,0,0,0,0,0,1,0,0,0,0
male,caucasian,greater than 65,1,1,0,0,low,2013-01-31,0,0,misdemeanor,aggravated assault w/dead weap,0,1156,0,0,0,0,51713.0,pretrial,divorced,english,-4.3,66,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,greater than 65,1,1,0,0,low,2013-07-10,0,0,misdemeanor,dui level 0.15 or minor in veh,0,996,0,0,0,0,55773.0,pretrial,single,english,-4.46,66,0,0,0,0,0,0,0,1,0,0,0,0
male,african-american,greater than 65,1,2,0,0,low,2013-08-07,0,3,misdemeanor,battery,0,968,0,0,0,0,56257.0,pretrial,married,english,-2.73,66,0,3,1,0,0,0,0,0,0,0,0,0
male,african-american,greater than 65,5,4,0,0,medium,2014-02-06,0,22,misdemeanor,assault,0,785,0,0,0,0,37476.0,pretrial,divorced,english,-2.0,66,0,22,1,0,0,0,0,0,0,0,0,0
male,other,greater than 65,1,1,0,0,low,2013-10-03,0,0,misdemeanor,battery,0,911,0,0,0,0,57804.0,pretrial,married,english,-4.26,66,0,0,1,0,0,0,0,0,0,0,0,0
male,hispanic,greater than 65,1,1,0,0,low,2014-03-31,0,0,misdemeanor,battery,0,732,0,0,0,0,62373.0,pretrial,married,english,-4.06,66,0,0,1,0,0,0,0,0,0,0,0,0
male,other,greater than 65,1,1,0,0,low,2013-08-14,0,0,felony,aggravated assault w/firearm,0,327,0,0,0,0,56418.0,pretrial,single,english,-4.31,66,0,0,1,0,0,0,1,0,0,0,0,0
male,caucasian,greater than 65,1,1,0,0,low,2014-02-10,0,4,misdemeanor,battery,10,781,0,0,0,0,61111.0,pretrial,single,english,-3.17,66,0,4,1,0,0,0,0,0,0,0,0,0
male,african-american,greater than 65,4,2,0,0,low,2013-12-20,0,2,felony,tampering with physical evidence,0,833,0,0,0,0,59878.0,pretrial,single,english,-2.82,66,0,2,0,0,0,0,0,0,0,0,1,0
female,african-american,greater than 65,2,1,0,0,low,2013-10-21,0,5,felony,possession of cocaine,0,893,0,0,0,0,58264.0,pretrial,divorced,english,-3.89,66,0,5,0,1,0,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-01-08,0,0,misdemeanor,disorderly conduct,2,1179,0,0,0,0,50994.0,pretrial,widowed,english,-4.32,65,0,0,0,0,0,0,0,0,0,1,0,0
male,caucasian,46-65,1,1,0,0,low,2013-10-08,0,2,felony,aggravated assault w/dead weap,0,906,0,0,0,0,57967.0,pretrial,married,english,-3.57,65,0,2,1,0,0,0,0,0,0,0,0,0
male,african-american,46-65,4,1,0,0,low,2013-09-22,0,6,misdemeanor,dui property damage/injury,2,640,0,0,0,0,57469.0,pretrial,single,english,-3.18,65,0,6,0,0,1,0,0,1,0,0,0,0
male,hispanic,46-65,1,1,0,0,low,2013-09-16,0,0,misdemeanor,dui level 0.15 or minor in veh,0,928,0,0,0,0,57305.0,pretrial,married,english,-4.42,65,0,0,0,0,0,0,0,1,0,0,0,0
male,caucasian,46-65,7,6,1,1,medium,2013-02-06,1,7,felony,aggravated assault w/dead weap,4,452,1,0,0,0,51890.0,pretrial,single,english,-1.54,64,0,7,1,0,0,0,0,0,0,0,0,0
male,african-american,46-65,2,1,0,0,low,2013-06-26,0,1,felony,arrest case no charge,0,1010,0,0,0,0,55571.0,pretrial,divorced,english,-3.2,65,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,46-65,1,1,0,0,low,2013-05-04,0,0,felony,cruelty toward child,1,1063,0,0,0,0,54498.0,pretrial,single,english,-4.4,65,0,0,1,0,0,0,0,0,0,0,0,0
male,african-american,46-65,1,1,0,0,low,2014-01-23,0,4,misdemeanor,driving license suspended,0,799,0,0,0,0,60632.0,probation,married,english,-3.52,65,0,4,0,0,0,0,0,1,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2014-01-07,0,0,misdemeanor,dui- enhanced,0,815,0,0,0,0,60232.0,pretrial,significant other,english,-4.04,65,0,0,0,0,0,0,0,1,0,0,0,0
male,caucasian,46-65,3,1,0,0,low,2013-04-06,0,1,felony,grand theft in the 3rd degree,0,1091,0,0,0,0,53703.0,pretrial,single,english,-3.08,64,0,1,0,0,1,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,1,0,low,2013-02-17,1,0,felony,grand theft in the 3rd degree,23,33,1,0,0,0,52249.0,pretrial,single,english,-3.86,64,0,0,0,0,1,0,0,0,0,0,0,0
male,other,46-65,1,1,0,0,low,2013-08-20,0,0,misdemeanor,battery,0,955,0,0,0,0,56578.0,pretrial,single,english,-4.19,64,0,0,1,0,0,0,0,0,0,0,0,0
female,african-american,46-65,1,1,0,0,low,2013-01-28,0,0,felony,aggravated assault w/dead weap,1,1159,0,0,0,0,51619.0,pretrial,widowed,english,-4.14,64,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,46-65,2,1,0,0,low,2014-01-07,0,2,felony,arrest case no charge,0,815,0,0,0,0,60235.0,pretrial,single,english,-3.64,65,0,2,0,0,0,0,0,1,0,0,0,1
female,caucasian,46-65,1,1,0,0,low,2014-01-27,0,0,misdemeanor,dui property damage/injury,0,795,0,0,0,0,60725.0,pretrial,widowed,english,-3.33,64,0,0,0,0,1,0,0,1,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-01-26,0,3,felony,arrest case no charge,0,1161,0,0,0,0,51584.0,pretrial,single,english,-4.31,63,0,3,0,0,0,0,0,1,0,0,0,1
male,african-american,46-65,2,1,0,0,low,2013-02-20,0,3,felony,aggrav battery w/deadly weapon,0,1136,0,0,0,0,25103.0,pretrial,married,english,-3.33,63,0,3,1,0,0,0,1,1,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2014-01-21,0,2,felony,att burgl unoccupied dwel,0,801,0,0,0,0,60550.0,pretrial,single,english,-4.25,64,0,2,0,0,1,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-04-29,0,0,misdemeanor,battery,0,1068,0,0,0,0,54327.0,pretrial,married,english,-4.03,64,0,0,1,0,0,0,0,0,0,0,0,0
male,hispanic,46-65,1,1,0,0,low,2013-09-16,0,2,felony,fel drive license perm revoke,0,67,0,0,0,0,57320.0,pretrial,divorced,english,-4.21,64,0,2,0,0,0,0,0,1,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-04-27,0,0,misdemeanor,battery,42,1070,0,0,0,0,54314.0,pretrial,single,english,-3.98,64,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-08-16,0,0,misdemeanor,battery,0,959,0,0,0,0,56488.0,pretrial,single,english,-4.5,64,0,0,1,0,0,0,0,0,0,0,0,0
male,hispanic,46-65,1,1,0,0,low,2013-02-25,0,0,felony,solicitation on felony 3 deg,0,1131,0,0,0,0,52507.0,pretrial,divorced,english,-4.02,63,0,0,0,0,0,0,0,0,0,0,1,0
male,african-american,46-65,4,2,0,0,low,2014-03-02,0,8,felony,crimin mischief damage $1000+,1,761,0,0,0,0,61624.0,pretrial,single,english,-2.91,64,0,8,0,0,1,0,0,0,0,0,0,0
male,african-american,46-65,2,1,1,0,low,2013-06-18,1,5,misdemeanor,battery,0,57,0,0,0,0,7114.0,pretrial,single,english,-3.21,64,0,5,1,0,0,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-11-06,0,3,felony,flee/elude leo-agg flee unsafe,0,877,0,0,0,0,58788.0,probation,single,english,-3.95,64,0,3,0,0,0,0,0,0,0,0,1,0
male,caucasian,46-65,1,1,0,0,low,2014-02-01,0,0,felony,grand theft in the 3rd degree,0,790,0,0,0,0,60889.0,pretrial,single,english,-4.15,64,0,0,0,0,1,0,0,0,0,0,0,0
male,african-american,46-65,6,1,1,0,medium,2013-07-26,1,8,felony,deliver cocaine,0,571,1,0,0,0,55961.0,pretrial,divorced,english,-3.61,64,0,8,0,1,0,0,0,0,0,0,0,0
female,caucasian,46-65,1,1,0,0,low,2013-04-29,0,1,misdemeanor,tresspass struct/conveyance,0,1068,0,0,0,0,52983.0,pretrial,single,english,-3.95,63,0,1,0,0,0,0,0,0,0,1,0,0
male,caucasian,46-65,1,1,0,0,low,2013-02-23,0,0,misdemeanor,battery,0,1133,0,0,0,0,52461.0,pretrial,married,english,-4.49,63,0,0,1,0,0,0,0,0,0,0,0,0
male,african-american,46-65,2,1,1,0,low,2013-02-22,1,5,felony,possession of cocaine,0,318,1,0,0,0,52425.0,pretrial,separated,english,-3.72,63,0,5,0,1,0,0,0,0,0,0,0,0
male,caucasian,46-65,1,2,0,0,low,2013-02-27,0,1,felony,arrest case no charge,0,331,0,0,0,0,33083.0,pretrial,single,english,-2.76,63,0,1,0,0,0,0,0,1,0,0,0,1
male,african-american,46-65,1,1,1,1,low,2013-06-11,0,3,felony,agg battery grt/bod/harm,0,943,1,0,0,0,55233.0,pretrial,married,english,-2.98,63,0,3,1,0,0,0,1,0,0,0,0,0
male,african-american,46-65,6,2,1,0,medium,2013-12-21,1,33,felony,crimin mischief damage $1000+,14,383,1,0,0,0,41026.0,pretrial,single,english,-2.7,64,0,33,0,0,1,0,0,0,0,0,0,0
male,other,46-65,1,1,0,0,low,2014-03-06,0,0,misdemeanor,fleeing or attmp eluding a leo,0,757,0,0,0,0,61760.0,pretrial,married,english,-4.42,64,0,0,0,0,0,0,0,0,0,0,1,0
female,african-american,46-65,8,2,1,0,high,2013-12-14,1,11,felony,poss wep conv felon,5,490,1,0,0,0,59668.0,pretrial,single,english,-2.63,64,0,11,0,0,0,0,1,0,0,0,0,0
male,caucasian,46-65,1,1,1,0,low,2013-08-14,1,0,misdemeanor,battery,1,717,1,0,0,0,56430.0,pretrial,single,english,-4.01,63,0,0,1,0,0,0,0,0,0,0,0,0
male,african-american,46-65,1,1,0,0,low,2013-02-26,0,3,felony,possession of cocaine,0,101,0,0,0,0,52530.0,probation,separated,english,-3.93,63,0,3,0,1,0,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-08-19,0,0,misdemeanor,battery,1,956,0,0,0,0,56541.0,pretrial,married,english,-4.29,63,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-04-07,0,0,misdemeanor,battery,0,1090,0,0,0,0,53712.0,pretrial,divorced,english,-4.47,63,0,0,1,0,0,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-09-20,0,1,felony,arrest case no charge,0,924,0,0,0,0,57417.0,pretrial,single,english,-4.13,63,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,46-65,1,1,0,0,low,2013-01-13,0,1,misdemeanor,arrest case no charge,18,1174,0,0,0,0,51154.0,pretrial,single,english,-4.15,62,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,46-65,3,1,0,0,low,2013-04-04,0,2,misdemeanor,viol injunct domestic violence,56,1093,0,0,0,0,53649.0,pretrial,widowed,english,-3.0,63,0,2,0,0,0,0,0,0,0,0,1,0
male,caucasian,46-65,3,1,0,0,low,2013-02-20,0,4,misdemeanor,battery,0,1136,0,0,0,0,52369.0,pretrial,married,english,-3.83,62,0,4,1,0,0,0,0,0,0,0,0,0
male,caucasian,46-65,6,1,0,0,medium,2013-01-18,0,3,felony,arrest case no charge,0,1169,0,0,0,0,51336.0,pretrial,single,english,-3.09,62,0,3,0,0,0,0,0,1,0,0,0,1
male,caucasian,46-65,1,1,0,0,low,2013-07-15,0,2,misdemeanor,resist/obstruct w/o violence,0,991,0,0,0,0,54342.0,pretrial,divorced,english,-3.73,63,0,2,0,0,0,0,0,0,0,0,1,0
female,caucasian,46-65,1,1,0,0,low,2013-05-07,0,0,misdemeanor,dui property damage/injury,1,1060,0,0,0,0,54581.0,pretrial,separated,english,-4.24,62,0,0,0,0,1,0,0,1,0,0,0,0
male,african-american,46-65,10,4,0,0,high,2013-04-03,0,11,felony,possession of cocaine,0,1094,0,0,0,0,53627.0,pretrial,single,english,-2.18,62,0,11,0,1,0,0,0,0,0,0,0,0
male,african-american,46-65,5,1,0,0,medium,2013-10-24,0,7,misdemeanor,possess cannabis/20 grams or less,0,607,0,0,0,0,58349.0,pretrial,single,english,-3.74,62,0,7,0,1,0,0,0,0,0,0,0,0
female,caucasian,46-65,1,1,1,0,low,2014-01-06,1,1,misdemeanor,lve/scen/acc/veh/prop/damage,0,169,1,0,0,0,60161.0,pretrial,divorced,english,-3.65,63,0,1,0,0,1,0,0,1,0,0,0,0
female,caucasian,46-65,1,1,0,0,low,2013-12-24,0,1,felony,introduce contraband into jail,0,829,0,0,0,0,59960.0,pretrial,divorced,english,-3.37,63,0,1,0,0,0,0,0,0,0,0,1,0
male,caucasian,46-65,4,1,0,0,low,2013-10-01,0,6,felony,arrest case no charge,0,773,0,0,0,0,57590.0,pretrial,single,english,-3.57,62,0,6,0,0,0,0,0,1,0,0,0,1
female,caucasian,46-65,1,1,0,0,low,2013-10-07,0,1,felony,aggravated assault w/dead weap,0,907,0,0,0,0,57901.0,pretrial,married,english,-4.39,62,0,1,1,0,0,0,0,0,0,0,0,0
female,caucasian,46-65,1,1,0,0,low,2013-04-25,0,0,felony,fraudulent use of credit card,0,1072,0,0,0,0,54234.0,pretrial,widowed,english,-4.06,62,0,0,0,0,0,1,0,0,0,0,0,0
female,african-american,46-65,1,1,0,0,low,2014-02-24,0,0,felony,grand theft in the 3rd degree,0,767,0,0,0,0,61442.0,pretrial,married,english,-3.66,63,0,0,0,0,1,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-02-22,0,0,misdemeanor,dui property damage/injury,1,21,0,0,0,0,52439.0,pretrial,single,english,-4.4,61,0,0,0,0,1,0,0,1,0,0,0,0
male,caucasian,46-65,2,2,0,0,low,2013-08-05,0,3,felony,burglary unoccupied dwelling,22,52,0,0,0,0,56153.0,pretrial,divorced,english,-2.66,62,0,3,0,0,1,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-04-04,0,8,felony,driving while license revoked,0,1093,0,0,0,0,53629.0,pretrial,widowed,english,-4.15,61,0,8,0,0,0,0,0,1,0,0,0,0
male,hispanic,46-65,1,1,0,0,low,2013-08-13,0,1,felony,aggravated assault,0,962,0,0,0,0,56410.0,pretrial,married,english,-4.09,62,0,1,1,0,0,0,0,0,0,0,0,0
female,other,46-65,1,1,0,0,low,2013-10-22,0,0,felony,grand theft (motor vehicle),0,892,0,0,0,0,58290.0,pretrial,divorced,english,-4.13,62,0,0,0,0,1,0,0,1,0,0,0,0
male,african-american,46-65,2,1,0,0,low,2013-10-07,0,0,misdemeanor,battery,0,907,0,0,0,0,57897.0,pretrial,married,english,-3.7,62,0,0,1,0,0,0,0,0,0,0,0,0
female,caucasian,46-65,1,1,0,0,low,2013-10-10,0,1,felony,arrest case no charge,0,904,0,0,0,0,58000.0,pretrial,single,english,-3.93,62,0,1,0,0,0,0,0,1,0,0,0,1
male,caucasian,46-65,3,2,0,0,low,2013-01-12,0,0,felony,sex offender fail comply w/law,307,1175,0,0,0,0,51121.0,pretrial,single,english,-2.74,61,0,0,0,0,0,0,0,0,0,0,1,0
male,african-american,46-65,6,2,0,0,medium,2013-09-17,0,13,misdemeanor,possession of cocaine,0,927,0,0,0,0,11694.0,pretrial,single,english,-2.67,62,0,13,0,1,0,0,0,0,0,0,0,0
female,caucasian,46-65,3,1,0,0,low,2013-09-06,0,7,misdemeanor,expired dl more than 6 months,0,123,0,0,0,0,49669.0,probation,single,english,-3.59,61,0,7,0,0,0,0,0,1,0,0,0,0
male,african-american,46-65,7,1,0,0,medium,2013-12-26,0,20,felony,driving while license revoked,1,827,0,0,0,0,59977.0,pretrial,married,english,-3.16,62,0,20,0,0,0,0,0,1,0,0,0,0
male,hispanic,46-65,1,1,0,0,low,2013-06-03,0,1,misdemeanor,disorderly intoxication,0,1033,0,0,0,0,55216.0,pretrial,single,spanish,-4.0,61,0,1,0,0,0,0,0,0,0,1,0,0
female,african-american,46-65,1,1,0,0,low,2013-04-27,0,0,felony,solicit deliver cocaine,3,1070,0,0,0,0,54305.0,pretrial,divorced,english,-4.04,61,0,0,0,1,0,0,0,0,0,0,1,0
male,african-american,46-65,4,1,0,0,low,2013-08-17,0,0,felony,grand theft in the 3rd degree,3,958,0,0,0,0,56518.0,pretrial,single,english,-3.25,61,0,0,0,0,1,0,0,0,0,0,0,0
female,caucasian,46-65,1,1,0,0,low,2013-08-20,0,0,misdemeanor,battery,0,955,0,0,0,0,56573.0,pretrial,married,english,-3.98,61,0,0,1,0,0,0,0,0,0,0,0,0
female,caucasian,46-65,1,1,0,0,low,2014-03-31,0,2,misdemeanor,resist/obstruct w/o violence,0,732,0,0,0,0,62395.0,pretrial,married,english,-4.36,62,0,2,0,0,0,0,0,0,0,0,1,0
male,caucasian,46-65,1,1,0,0,low,2013-10-30,0,0,misdemeanor,operating w/o valid license,0,884,0,0,0,0,58549.0,pretrial,divorced,english,-4.4,61,0,0,0,0,0,0,0,1,0,0,0,0
male,african-american,46-65,9,1,0,0,high,2013-03-12,0,3,misdemeanor,trespass structure/conveyance,219,1116,0,0,0,0,52894.0,pretrial,single,english,-3.1,60,0,3,0,0,0,0,0,0,0,1,0,0
male,caucasian,46-65,1,1,0,0,low,2014-01-31,0,1,misdemeanor,dui property damage/injury,0,791,0,0,0,0,60877.0,pretrial,single,english,-4.08,61,0,1,0,0,1,0,0,1,0,0,0,0
male,african-american,46-65,6,1,1,0,medium,2014-03-04,1,9,felony,burglary structure unoccup,2,59,1,0,0,0,61688.0,pretrial,single,english,-3.15,61,0,9,0,0,1,0,0,0,0,0,0,0
male,caucasian,46-65,1,1,0,0,low,2013-10-22,0,1,felony,arrest case no charge,0,892,0,0,0,0,58311.0,pretrial,divorced,english,-3.6,61,0,1,0,0,0,0,0,1,0,0,0,1
female,caucasian,46-65,1,1,0,0,low,2013-02-23,0,0,misdemeanor,battery,0,1133,0,0,0,0,52471.0,pretrial,married,english,-4.1,60,0,0,1,0,0,0,0,0,0,0,0,0
female,hispanic,46-65,1,1,0,0,low,2014-01-22,0,1,felony,arrest case no charge,0,800,0,0,0,0,60602.0,pretrial,widowed,english,-4.23,61,0,1,0,0,0,0,0,1,0,0,0,1
male,african-american,46-65,6,2,0,0,medium,2013-06-13,0,1,felony,felony battery (dom strang),0,1023,0,0,0,0,55379.0,probation,single,english,-2.84,60,0,1,1,0,0,0,0,0,0,0,0,0
