person_id,decile_score,rawscore,v_decile_score,is_recid,is_violent_recid,two_year_recid,sex,race,age,age_cat,total_priors_count,adult_priors_count,juv_priors_count,c_charge_degree,maritalstatus,juv_fel_count,juv_misd_count,juv_other_count,maritalstatus_other,maritalstatus_separated,maritalstatus_significant other,log_juv_priors_count,log_adult_priors_count,adult_priors_freq,adult_priors_freq_2,adult_priors_freq_3,is_violent,is_drug,is_property,is_fraud,is_weapon,is_traffic,is_sexual,is_public_disorder,is_justice_related,no_charge
51097.0,1,-4.45,1,0,0,0,0,caucasian,70,greater than 65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03153555424434274,0.0061148224421116075,0,0,1,0,0,1,0,0,0,0
62293.0,1,-4.29,1,0,0,0,0,caucasian,71,greater than 65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.031231048162935263,0.006034364252083824,1,0,0,0,0,0,0,0,0,0
57523.0,4,-3.67,1,0,0,0,0,caucasian,69,greater than 65,7,7,0,0,single,0,0,0,0.0,0.0,0.0,0.0,2.0794415416798357,0.10144927536231885,0.10076881453758399,0.10079204977241041,1,0,0,0,1,0,0,0,0,0
55122.0,1,-3.85,1,0,0,0,0,caucasian,69,greater than 65,1,1,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.014492753623188406,0.041692164984314516,0.019710968691329333,0,0,0,0,0,1,0,0,0,0
62112.0,1,-4.26,1,0,0,0,0,caucasian,70,greater than 65,3,3,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.3862943611198906,0.04285714285714286,0.060785877174797075,0.04611482244211161,0,0,0,0,0,1,0,0,0,1
9038.0,2,-3.2,1,0,0,0,0,caucasian,69,greater than 65,13,13,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,2.6390573296152584,0.18840579710144928,0.15984546409085346,0.1818731308534915,0,0,0,0,0,1,0,0,0,0
6924.0,7,-2.51,3,0,0,0,0,african-american,68,greater than 65,12,12,0,1,single,0,0,0,0.0,0.0,0.0,0.0,2.5649493574615367,0.17647058823529413,0.15149095214705566,0.17066591346792287,0,1,0,0,0,0,0,0,0,0
38597.0,1,-2.73,2,0,0,0,0,african-american,68,greater than 65,8,8,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,2.1972245773362196,0.11764705882352941,0.11171487959508297,0.11587139291997767,0,0,0,0,0,1,0,0,0,0
55564.0,1,-4.4,1,0,0,0,0,caucasian,68,greater than 65,1,1,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.014705882352941176,0.042106752629130745,0.01998098196107357,0,0,1,0,0,1,0,0,0,0
34034.0,1,-4.47,1,0,0,0,0,caucasian,68,greater than 65,3,3,0,1,single,0,0,0,0.0,0.0,0.0,0.0,1.3862943611198906,0.04411764705882353,0.061994788905117094,0.04737824223504617,0,0,0,0,0,1,0,0,0,0
61108.0,1,-4.4,1,0,0,0,0,caucasian,68,greater than 65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03216273449113756,0.006282351824087268,0,0,1,0,0,1,0,0,0,0
62279.0,1,-4.2,1,1,0,1,0,caucasian,68,greater than 65,11,11,0,0,single,0,0,0,0.0,0.0,0.0,0.0,2.4849066497880004,0.16176470588235295,0.1415469340090625,0.15696728333093657,0,1,0,0,0,0,0,0,0,0
54079.0,1,-4.09,1,0,0,0,1,other,67,greater than 65,0,0,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0324857736131737,0.006369606710532925,0,0,1,0,0,0,0,0,0,0
52667.0,1,-4.53,1,0,0,0,0,african-american,67,greater than 65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0324857736131737,0.006369606710532925,0,0,0,0,0,1,0,0,0,0
54034.0,1,-3.35,1,0,0,0,0,caucasian,67,greater than 65,1,1,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.6931471805599453,0.014925373134328358,0.04252966842333522,0.020258495599421816,1,0,0,0,0,0,0,0,0,0
51618.0,1,-4.39,1,0,0,0,1,african-american,66,greater than 65,1,1,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.015151515151515152,0.042961165854095665,0.020543826523357334,0,0,0,0,0,1,0,0,0,1
52941.0,1,-2.94,2,1,0,1,0,caucasian,66,greater than 65,6,6,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,1.9459101490553132,0.09090909090909091,0.09369015655129155,0.09096636173462493,0,0,0,0,0,1,0,0,0,0
61288.0,1,-4.11,1,0,0,0,1,hispanic,67,greater than 65,0,0,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0324857736131737,0.006369606710532925,0,0,0,0,0,1,0,0,0,0
61684.0,1,-3.94,1,1,0,1,0,african-american,67,greater than 65,1,1,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.014925373134328358,0.04252966842333522,0.020258495599421816,0,0,0,0,1,1,0,0,0,0
49204.0,6,-3.59,1,0,0,0,0,african-american,67,greater than 65,3,3,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,1.3862943611198906,0.04477611940298507,0.06261745804365826,0.048036273377199595,0,0,0,0,0,1,0,0,0,1
51367.0,5,-2.99,1,0,0,0,0,caucasian,66,greater than 65,0,0,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03281536771465648,0.006459319481103811,0,0,0,0,0,1,0,0,0,0
57706.0,1,-4.53,1,1,0,1,0,caucasian,67,greater than 65,0,0,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0324857736131737,0.006369606710532925,0,0,0,0,0,1,0,0,0,0
51829.0,1,-3.45,1,0,0,0,1,caucasian,66,greater than 65,2,2,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,1.0986122886681098,0.030303030303030304,0.05310696399353484,0.034628333565610854,0,0,0,0,0,1,0,0,0,0
51713.0,1,-4.3,1,0,0,0,0,caucasian,66,greater than 65,0,0,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03281536771465648,0.006459319481103811,1,0,0,0,0,0,0,0,0,0
55773.0,1,-4.46,1,0,0,0,0,caucasian,66,greater than 65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281536771465648,0.006459319481103811,0,0,0,0,0,1,0,0,0,0
56257.0,1,-2.73,2,0,0,0,0,african-american,66,greater than 65,3,3,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,1.3862943611198906,0.045454545454545456,0.06325276213297401,0.04871284060786438,1,0,0,0,0,0,0,0,0,0
37476.0,5,-2.0,4,0,0,0,0,african-american,66,greater than 65,22,22,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,3.1354942159291497,0.3333333333333333,0.25602292678231836,0.3163184744106813,1,0,0,0,0,0,0,0,0,0
57804.0,1,-4.26,1,0,0,0,0,other,66,greater than 65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03281536771465648,0.006459319481103811,1,0,0,0,0,0,0,0,0,0
62373.0,1,-4.06,1,0,0,0,0,hispanic,66,greater than 65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03281536771465648,0.006459319481103811,1,0,0,0,0,0,0,0,0,0
56418.0,1,-4.31,1,0,0,0,0,other,66,greater than 65,0,0,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281536771465648,0.006459319481103811,1,0,0,0,1,0,0,0,0,0
61111.0,1,-3.17,1,0,0,0,0,caucasian,66,greater than 65,4,4,0,1,single,0,0,0,0.0,0.0,0.0,0.0,1.6094379124341003,0.06060606060606061,0.07339856027241319,0.0627973476501179,1,0,0,0,0,0,0,0,0,0
59878.0,4,-2.82,2,0,0,0,0,african-american,66,greater than 65,2,2,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0.030303030303030304,0.05310696399353484,0.034628333565610854,0,0,0,0,0,0,0,0,1,0
58264.0,2,-3.89,1,0,0,0,1,african-american,66,greater than 65,5,5,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,1.791759469228055,0.07575757575757576,0.08354435841185237,0.07688185469237141,0,1,0,0,0,0,0,0,0,0
50994.0,1,-4.32,1,0,0,0,0,caucasian,65,46-65,0,0,0,1,other,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.033151718357082985,0.006551595473691009,0,0,0,0,0,0,0,1,0,0
57967.0,1,-3.57,1,0,0,0,0,caucasian,65,46-65,2,2,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,1.0986122886681098,0.03076923076923077,0.05365129924559933,0.03512302404511958,1,0,0,0,0,0,0,0,0,0
57469.0,4,-3.18,1,0,0,0,0,african-american,65,46-65,6,6,0,1,single,0,0,0,0.0,0.0,0.0,0.0,1.9459101490553132,0.09230769230769231,0.09465046102263203,0.09226588118797671,0,0,1,0,0,1,0,0,0,0
57305.0,1,-4.42,1,0,0,0,0,hispanic,65,46-65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.033151718357082985,0.006551595473691009,0,0,0,0,0,1,0,0,0,0
51890.0,7,-1.54,6,1,1,1,0,caucasian,64,46-65,7,7,0,0,single,0,0,0,0.0,0.0,0.0,0.0,2.0794415416798357,0.109375,0.10598659182297683,0.10809582149504884,1,0,0,0,0,0,0,0,0,0
55571.0,2,-3.2,1,0,0,0,0,african-american,65,46-65,1,1,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.015384615384615385,0.043401508801341165,0.020837309759405294,0,0,0,0,0,1,0,0,0,1
54498.0,1,-4.4,1,0,0,0,0,caucasian,65,46-65,0,0,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033151718357082985,0.006551595473691009,1,0,0,0,0,0,0,0,0,0
60632.0,1,-3.52,1,0,0,0,0,african-american,65,46-65,4,4,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,1.6094379124341003,0.06153846153846154,0.07415088013411568,0.06369445261654814,0,0,0,0,0,1,0,0,0,0
60232.0,1,-4.04,1,0,0,0,0,caucasian,65,46-65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.033151718357082985,0.006551595473691009,0,0,0,0,0,1,0,0,0,0
53703.0,3,-3.08,1,0,0,0,0,caucasian,64,46-65,1,1,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.015625,0.04385097207589611,0.021139299755918415,0,0,1,0,0,0,0,0,0,0
52249.0,1,-3.86,1,1,0,1,0,caucasian,64,46-65,0,0,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,0,0,1,0,0,0,0,0,0,0
56578.0,1,-4.19,1,0,0,0,0,other,64,46-65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,1,0,0,0,0,0,0,0,0,0
51619.0,1,-4.14,1,0,0,0,1,african-american,64,46-65,0,0,0,0,other,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,1,0,0,0,0,0,0,0,0,0
60235.0,2,-3.64,1,0,0,0,0,caucasian,65,46-65,2,2,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0.03076923076923077,0.05365129924559933,0.03512302404511958,0,0,0,0,0,1,0,0,0,1
60725.0,1,-3.33,1,0,0,0,1,caucasian,64,46-65,0,0,0,1,other,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,0,0,1,0,0,1,0,0,0,0
51584.0,1,-4.31,1,0,0,0,0,caucasian,63,46-65,3,3,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.3862943611198906,0.047619047619047616,0.0652384505846592,0.05086193651703486,0,0,0,0,0,1,0,0,0,1
25103.0,2,-3.33,1,0,0,0,0,african-american,63,46-65,3,3,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,1.3862943611198906,0.047619047619047616,0.0652384505846592,0.05086193651703486,1,0,0,0,1,1,0,0,0,0
60550.0,1,-4.25,1,0,0,0,0,caucasian,64,46-65,2,2,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0.03125,0.05420690870040957,0.03563205337910682,0,0,1,0,0,0,0,0,0,0
54327.0,1,-4.03,1,0,0,0,0,caucasian,64,46-65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,1,0,0,0,0,0,0,0,0,0
57320.0,1,-4.21,1,0,0,0,0,hispanic,64,46-65,2,2,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,1.0986122886681098,0.03125,0.05420690870040957,0.03563205337910682,0,0,0,0,0,1,0,0,0,0
54314.0,1,-3.98,1,0,0,0,0,caucasian,64,46-65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,1,0,0,0,0,0,0,0,0,0
56488.0,1,-4.5,1,0,0,0,0,caucasian,64,46-65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,1,0,0,0,0,0,0,0,0,0
52507.0,1,-4.02,1,0,0,0,0,hispanic,63,46-65,0,0,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0338455376947723,0.006744289458211332,0,0,0,0,0,0,0,0,1,0
61624.0,4,-2.91,2,0,0,0,0,african-american,64,46-65,8,8,0,0,single,0,0,0,0.0,0.0,0.0,0.0,2.1972245773362196,0.125,0.1163425284474903,0.12258857511823724,0,0,1,0,0,0,0,0,0,0
7114.0,2,-3.21,1,1,0,1,0,african-american,64,46-65,5,5,0,1,single,0,0,0,0.0,0.0,0.0,0.0,1.791759469228055,0.078125,0.08527471857394993,0.07911031424867203,1,0,0,0,0,0,0,0,0,0
58788.0,1,-3.95,1,0,0,0,0,caucasian,64,46-65,3,3,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.3862943611198906,0.046875,0.06456284532492303,0.05012480700229523,0,0,0,0,0,0,0,0,1,0
60889.0,1,-4.15,1,0,0,0,0,caucasian,64,46-65,0,0,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,0,0,1,0,0,0,0,0,0,0
55961.0,6,-3.61,1,1,0,1,0,african-american,64,46-65,8,8,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,2.1972245773362196,0.125,0.1163425284474903,0.12258857511823724,0,1,0,0,0,0,0,0,0,0
52983.0,1,-3.95,1,0,0,0,1,caucasian,63,46-65,1,1,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.04430984199140127,0.02145017181115251,0,0,0,0,0,0,0,1,0,0
52461.0,1,-4.49,1,0,0,0,0,caucasian,63,46-65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0338455376947723,0.006744289458211332,1,0,0,0,0,0,0,0,0,0
52425.0,2,-3.72,1,1,0,1,0,african-american,63,46-65,5,5,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,1.791759469228055,0.07936507936507936,0.08616705917791714,0.08027370122291722,0,1,0,0,0,0,0,0,0,0
33083.0,1,-2.76,2,0,0,0,0,caucasian,63,46-65,1,1,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.04430984199140127,0.02145017181115251,0,0,0,0,0,1,0,0,0,1
55233.0,1,-2.98,1,1,1,0,0,african-american,63,46-65,3,3,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,1.3862943611198906,0.047619047619047616,0.0652384505846592,0.05086193651703486,1,0,0,0,1,0,0,0,0,0
41026.0,6,-2.7,2,1,0,1,0,african-american,64,46-65,33,33,0,0,single,0,0,0,0.0,0.0,0.0,0.0,3.5263605246161616,0.515625,0.3752409440603266,0.48490741569794743,0,0,1,0,0,0,0,0,0,0
61760.0,1,-4.42,1,0,0,0,0,other,64,46-65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03349503545138265,0.006646546132730008,0,0,0,0,0,0,0,0,1,0
59668.0,8,-2.63,2,1,0,1,1,african-american,64,46-65,11,11,0,0,single,0,0,0,0.0,0.0,0.0,0.0,2.4849066497880004,0.171875,0.14741033832103065,0.16606683598780247,0,0,0,0,1,0,0,0,0,0
56430.0,1,-4.01,1,1,0,1,0,caucasian,63,46-65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338455376947723,0.006744289458211332,1,0,0,0,0,0,0,0,0,0
52530.0,1,-3.93,1,0,0,0,0,african-american,63,46-65,3,3,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,1.3862943611198906,0.047619047619047616,0.0652384505846592,0.05086193651703486,0,1,0,0,0,0,0,0,0,0
56541.0,1,-4.29,1,0,0,0,0,caucasian,63,46-65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0338455376947723,0.006744289458211332,1,0,0,0,0,0,0,0,0,0
53712.0,1,-4.47,1,0,0,0,0,caucasian,63,46-65,0,0,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0338455376947723,0.006744289458211332,1,0,0,0,0,0,0,0,0,0
57417.0,1,-4.13,1,0,0,0,0,caucasian,63,46-65,1,1,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.04430984199140127,0.02145017181115251,0,0,0,0,0,1,0,0,0,1
51154.0,1,-4.15,1,0,0,0,0,caucasian,62,46-65,1,1,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.016129032258064516,0.044778416972523084,0.021770323629229413,0,0,0,0,0,1,0,0,0,1
53649.0,3,-3.0,1,0,0,0,0,caucasian,63,46-65,2,2,0,1,other,0,0,0,1.0,0.0,0.0,0.0,1.0986122886681098,0.031746031746031744,0.054774146288030234,0.03615605416409368,0,0,0,0,0,0,0,0,1,0
52369.0,3,-3.83,1,0,0,0,0,caucasian,62,46-65,4,4,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,1.6094379124341003,0.06451612903225806,0.07650330878410401,0.06654644303221448,1,0,0,0,0,0,0,0,0,0
51336.0,6,-3.09,1,0,0,0,0,caucasian,62,46-65,3,3,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.3862943611198906,0.04838709677419355,0.06592834484691036,0.05162106989788613,0,0,0,0,0,1,0,0,0,1
54342.0,1,-3.73,1,0,0,0,0,caucasian,63,46-65,2,2,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,1.0986122886681098,0.031746031746031744,0.054774146288030234,0.03615605416409368,0,0,0,0,0,0,0,0,1,0
54581.0,1,-4.24,1,0,0,0,1,caucasian,62,46-65,0,0,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03420345303532944,0.006844950494901053,0,0,1,0,0,1,0,0,0,0
53627.0,10,-2.18,4,0,0,0,0,african-american,62,46-65,11,11,0,0,single,0,0,0,0.0,0.0,0.0,0.0,2.4849066497880004,0.1774193548387097,0.15052805634445948,0.171024054972513,0,1,0,0,0,0,0,0,0,0
58349.0,5,-3.74,1,0,0,0,0,african-american,62,46-65,7,7,0,1,single,0,0,0,0.0,0.0,0.0,0.0,2.0794415416798357,0.11290322580645161,0.10822820059568491,0.11132256243519956,0,1,0,0,0,0,0,0,0,0
60161.0,1,-3.65,1,1,0,1,1,caucasian,63,46-65,1,1,0,1,separated,0,0,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.04430984199140127,0.02145017181115251,0,0,1,0,0,1,0,0,0,0
59960.0,1,-3.37,1,0,0,0,1,caucasian,63,46-65,1,1,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.04430984199140127,0.02145017181115251,0,0,0,0,0,0,0,0,1,0
57590.0,4,-3.57,1,0,0,0,0,caucasian,62,46-65,6,6,0,0,single,0,0,0,0.0,0.0,0.0,0.0,1.9459101490553132,0.0967741935483871,0.09765323665849128,0.0963971893008712,0,0,0,0,0,1,0,0,0,1
57901.0,1,-4.39,1,0,0,0,1,caucasian,62,46-65,1,1,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,0.6931471805599453,0.016129032258064516,0.044778416972523084,0.021770323629229413,1,0,0,0,0,0,0,0,0,0
54234.0,1,-4.06,1,0,0,0,1,caucasian,62,46-65,0,0,0,0,other,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.03420345303532944,0.006844950494901053,0,0,0,1,0,0,0,0,0,0
61442.0,1,-3.66,1,0,0,0,1,african-american,63,46-65,0,0,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0338455376947723,0.006744289458211332,0,0,1,0,0,0,0,0,0,0
52439.0,1,-4.4,1,0,0,0,0,caucasian,61,46-65,0,0,0,1,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03456901916635784,0.006948661866035918,0,0,1,0,0,1,0,0,0,0
56153.0,2,-2.66,2,0,0,0,0,caucasian,62,46-65,3,3,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,1.3862943611198906,0.04838709677419355,0.06592834484691036,0.05162106989788613,0,0,1,0,0,0,0,0,0,0
53629.0,1,-4.15,1,0,0,0,0,caucasian,61,46-65,8,8,0,0,other,0,0,0,1.0,0.0,0.0,0.0,2.1972245773362196,0.13114754098360656,0.12007293145282531,0.12816078307815712,0,0,0,0,0,1,0,0,0,0
56410.0,1,-4.09,1,0,0,0,0,hispanic,62,46-65,1,1,0,0,significant other,0,0,0,0.0,0.0,1.0,0.0,0.6931471805599453,0.016129032258064516,0.044778416972523084,0.021770323629229413,1,0,0,0,0,0,0,0,0,0
58290.0,1,-4.13,1,0,0,0,1,other,62,46-65,0,0,0,0,separated,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03420345303532944,0.006844950494901053,0,0,1,0,0,1,0,0,0,0
57897.0,2,-3.7,1,0,0,0,0,african-american,62,46-65,0,0,0,1,significant other,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03420345303532944,0.006844950494901053,1,0,0,0,0,0,0,0,0,0
58000.0,1,-3.93,1,0,0,0,1,caucasian,62,46-65,1,1,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.016129032258064516,0.044778416972523084,0.021770323629229413,0,0,0,0,0,1,0,0,0,1
51121.0,3,-2.74,2,0,0,0,0,caucasian,61,46-65,0,0,0,0,single,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03456901916635784,0.006948661866035918,0,0,0,0,0,0,0,0,1,0
