person_id,decile_score,rawscore,v_decile_score,is_recid,is_violent_recid,two_year_recid,sex,race,age,priors_count,juv_priors_count,c_charge_degree,maritalstatus
56257.0,1,-2.73,2,0,0,0,0,african-american,69,3,0,1,significant other
37476.0,5,-2.0,4,0,0,0,0,african-american,69,22,0,1,separated
57804.0,1,-4.26,1,0,0,0,0,other,69,0,0,1,significant other
62373.0,1,-4.06,1,0,0,0,0,hispanic,69,0,0,1,significant other
56418.0,1,-4.31,1,0,0,0,0,other,69,0,0,0,single
61111.0,1,-3.17,1,0,0,0,0,caucasian,68,4,0,1,single
59878.0,4,-2.82,2,0,0,0,0,african-american,68,2,0,0,single
58264.0,2,-3.89,1,0,0,0,1,african-american,68,5,0,0,separated
50994.0,1,-4.32,1,0,0,0,0,caucasian,68,0,0,1,other
57967.0,1,-3.57,1,0,0,0,0,caucasian,68,2,0,0,significant other
57469.0,4,-3.18,1,0,0,0,0,african-american,68,6,0,1,single
57305.0,1,-4.42,1,0,0,0,0,hispanic,68,0,0,1,significant other
51890.0,7,-1.54,6,1,1,1,0,caucasian,68,7,0,0,single
55571.0,2,-3.2,1,0,0,0,0,african-american,68,1,0,0,separated
54498.0,1,-4.4,1,0,0,0,0,caucasian,67,0,0,0,single
60632.0,1,-3.52,1,0,0,0,0,african-american,67,4,0,1,significant other
60232.0,1,-4.04,1,0,0,0,0,caucasian,67,0,0,1,significant other
53703.0,3,-3.08,1,0,0,0,0,caucasian,67,1,0,0,single
59672.0,1,-4.43,1,1,1,1,0,hispanic,67,0,0,1,significant other
52249.0,1,-3.86,1,1,0,1,0,caucasian,67,0,0,0,single
56578.0,1,-4.19,1,0,0,0,0,other,67,0,0,1,single
51619.0,1,-4.14,1,0,0,0,1,african-american,67,0,0,0,other
60235.0,2,-3.64,1,0,0,0,0,caucasian,67,2,0,0,single
60725.0,1,-3.33,1,0,0,0,1,caucasian,67,0,0,1,other
51584.0,1,-4.31,1,0,0,0,0,caucasian,67,3,0,0,single
25103.0,2,-3.33,1,0,0,0,0,african-american,67,3,0,0,significant other
60550.0,1,-4.25,1,0,0,0,0,caucasian,67,2,0,0,single
54327.0,1,-4.03,1,0,0,0,0,caucasian,67,0,0,1,significant other
57320.0,1,-4.21,1,0,0,0,0,hispanic,67,2,0,0,separated
54314.0,1,-3.98,1,0,0,0,0,caucasian,67,0,0,1,single
56488.0,1,-4.5,1,0,0,0,0,caucasian,67,0,0,1,single
52507.0,1,-4.02,1,0,0,0,0,hispanic,67,0,0,0,separated
61624.0,4,-2.91,2,0,0,0,0,african-american,67,8,0,0,single
7114.0,2,-3.21,1,1,0,1,0,african-american,66,5,0,1,single
58788.0,1,-3.95,1,0,0,0,0,caucasian,66,3,0,0,single
60889.0,1,-4.15,1,0,0,0,0,caucasian,66,0,0,0,single
55961.0,6,-3.61,1,1,0,1,0,african-american,66,8,0,0,separated
52983.0,1,-3.95,1,0,0,0,1,caucasian,66,1,0,1,single
52461.0,1,-4.49,1,0,0,0,0,caucasian,66,0,0,1,significant other
52425.0,2,-3.72,1,1,0,1,0,african-american,66,5,0,0,separated
33083.0,1,-2.76,2,0,0,0,0,caucasian,66,1,0,0,single
55233.0,1,-2.98,1,1,1,0,0,african-american,66,3,0,0,significant other
41026.0,6,-2.7,2,1,0,1,0,african-american,66,33,0,0,single
61760.0,1,-4.42,1,0,0,0,0,other,66,0,0,1,significant other
59668.0,8,-2.63,2,1,0,1,1,african-american,66,11,0,0,single
56430.0,1,-4.01,1,1,0,1,0,caucasian,66,0,0,1,single
52530.0,1,-3.93,1,0,0,0,0,african-american,66,3,0,0,separated
56541.0,1,-4.29,1,0,0,0,0,caucasian,66,0,0,1,significant other
53712.0,1,-4.47,1,0,0,0,0,caucasian,66,0,0,1,separated
57417.0,1,-4.13,1,0,0,0,0,caucasian,66,1,0,0,single
51154.0,1,-4.15,1,0,0,0,0,caucasian,66,1,0,1,single
53649.0,3,-3.0,1,0,0,0,0,caucasian,66,2,0,1,other
52369.0,3,-3.83,1,0,0,0,0,caucasian,65,4,0,1,significant other
51336.0,6,-3.09,1,0,0,0,0,caucasian,65,3,0,0,single
54342.0,1,-3.73,1,0,0,0,0,caucasian,65,2,0,1,separated
54581.0,1,-4.24,1,0,0,0,1,caucasian,65,0,0,1,separated
53627.0,10,-2.18,4,0,0,0,0,african-american,65,11,0,0,single
58349.0,5,-3.74,1,0,0,0,0,african-american,65,7,0,1,single
60161.0,1,-3.65,1,1,0,1,1,caucasian,65,1,0,1,separated
59960.0,1,-3.37,1,0,0,0,1,caucasian,65,1,0,0,separated
57590.0,4,-3.57,1,0,0,0,0,caucasian,65,6,0,0,single
57901.0,1,-4.39,1,0,0,0,1,caucasian,65,1,0,0,significant other
54234.0,1,-4.06,1,0,0,0,1,caucasian,65,0,0,0,other
61442.0,1,-3.66,1,0,0,0,1,african-american,65,0,0,0,significant other
52439.0,1,-4.4,1,0,0,0,0,caucasian,65,0,0,1,single
56153.0,2,-2.66,2,0,0,0,0,caucasian,65,3,0,0,separated
53629.0,1,-4.15,1,0,0,0,0,caucasian,64,8,0,0,other
56410.0,1,-4.09,1,0,0,0,0,hispanic,64,1,0,0,significant other
58290.0,1,-4.13,1,0,0,0,1,other,64,0,0,0,separated
57897.0,2,-3.7,1,0,0,0,0,african-american,64,0,0,1,significant other
58000.0,1,-3.93,1,0,0,0,1,caucasian,64,1,0,0,single
51121.0,3,-2.74,2,0,0,0,0,caucasian,64,0,0,0,single
11694.0,6,-2.67,2,0,0,0,0,african-american,64,13,0,1,single
49669.0,3,-3.59,1,0,0,0,1,caucasian,64,7,0,1,single
59977.0,7,-3.16,1,0,0,0,0,african-american,64,20,0,0,significant other
55216.0,1,-4.0,1,0,0,0,0,hispanic,64,1,0,1,single
54305.0,1,-4.04,1,0,0,0,1,african-american,64,0,0,0,separated
56518.0,4,-3.25,1,0,0,0,0,african-american,64,0,0,0,single
56573.0,1,-3.98,1,0,0,0,1,caucasian,64,0,0,1,significant other
62395.0,1,-4.36,1,0,0,0,1,caucasian,64,2,0,1,significant other
58549.0,1,-4.4,1,0,0,0,0,caucasian,64,0,0,1,separated
52894.0,9,-3.1,1,0,0,0,0,african-american,63,3,0,1,single
60877.0,1,-4.08,1,0,0,0,0,caucasian,63,1,0,1,single
61688.0,6,-3.15,1,1,0,1,0,african-american,63,9,0,0,single
58311.0,1,-3.6,1,0,0,0,0,caucasian,63,1,0,0,separated
52471.0,1,-4.1,1,0,0,0,1,caucasian,63,0,0,1,significant other
60602.0,1,-4.23,1,0,0,0,1,hispanic,63,1,0,0,other
55379.0,6,-2.84,2,0,0,0,0,african-american,63,1,0,0,single
54139.0,3,-2.86,2,0,0,0,0,african-american,63,6,0,0,other
46131.0,1,-3.43,1,0,0,0,0,african-american,63,2,0,1,single
58343.0,1,-4.19,1,0,0,0,0,african-american,63,0,0,1,single
57304.0,9,-1.97,5,0,0,0,0,african-american,63,16,0,1,separated
61107.0,1,-3.6,1,0,0,0,0,african-american,63,1,0,0,single
27125.0,9,-1.79,5,1,0,1,0,african-american,63,22,0,1,single
62371.0,4,-2.89,2,1,0,1,0,other,63,23,0,0,separated
52120.0,1,-4.16,1,0,0,0,0,caucasian,63,0,0,1,separated
40381.0,1,-3.83,1,0,0,0,0,caucasian,63,1,0,1,separated
55092.0,1,-4.2,1,0,0,0,0,caucasian,63,0,0,0,single
58873.0,1,-4.18,1,1,0,1,0,caucasian,63,0,0,1,significant other
59241.0,4,-4.0,1,0,0,0,1,african-american,63,1,0,0,separated
60994.0,1,-3.8,1,0,0,0,0,hispanic,63,1,0,0,single
57837.0,4,-3.11,1,1,1,1,0,caucasian,63,10,0,0,single
59617.0,1,-4.05,1,0,0,0,0,caucasian,63,2,0,0,separated
7258.0,1,-3.41,1,0,0,0,0,caucasian,63,5,0,1,single
3001.0,7,-1.91,5,1,0,1,0,african-american,63,10,0,1,single
58845.0,1,-4.02,1,0,0,0,1,african-american,63,1,0,0,single
57827.0,9,-0.77,9,0,0,0,0,african-american,62,15,0,0,separated
52342.0,1,-4.01,1,1,0,1,1,caucasian,62,1,0,1,separated
57607.0,1,-3.28,1,0,0,0,0,african-american,62,4,0,0,single
50949.0,1,-4.35,1,0,0,0,0,caucasian,62,0,0,0,separated
58782.0,1,-4.16,1,0,0,0,0,hispanic,62,0,0,1,single
58052.0,1,-4.4,1,0,0,0,0,caucasian,62,0,0,1,separated
57420.0,1,-4.07,1,0,0,0,1,caucasian,62,0,0,1,separated
60634.0,1,-4.17,1,0,0,0,0,african-american,62,0,0,1,significant other
59464.0,1,-3.52,1,1,0,1,1,caucasian,62,2,0,0,single
55520.0,2,-2.86,2,0,0,0,0,hispanic,62,5,0,0,single
54017.0,1,-3.31,1,0,0,0,0,caucasian,62,3,0,1,single
57821.0,1,-4.16,1,0,0,0,1,caucasian,62,0,0,1,single
56533.0,1,-4.35,1,0,0,0,0,other,62,0,0,1,other
54735.0,1,-3.92,1,0,0,0,0,caucasian,62,0,0,0,separated
57879.0,1,-4.27,1,0,0,0,0,caucasian,62,0,0,1,significant other
40560.0,7,-1.5,6,0,0,0,0,african-american,62,1,0,1,single
50999.0,1,-3.88,1,0,0,0,0,hispanic,62,0,0,1,single
53443.0,1,-4.26,1,0,0,0,0,caucasian,62,0,0,0,separated
50375.0,4,-3.07,1,0,0,0,0,african-american,62,8,0,0,single
60038.0,3,-3.2,1,1,0,1,0,african-american,62,3,0,1,single
51272.0,1,-3.43,1,0,0,0,0,caucasian,62,2,0,0,separated
51055.0,1,-3.5,1,0,0,0,0,caucasian,62,0,0,0,single
18210.0,7,-2.1,4,0,0,0,0,african-american,61,25,0,0,separated
61307.0,1,-4.31,1,1,0,1,0,african-american,61,1,0,0,separated
51219.0,2,-3.39,1,1,0,1,0,african-american,61,20,0,1,single
16156.0,3,-2.4,3,0,0,0,0,african-american,61,11,0,0,single
4551.0,6,-2.32,3,1,0,1,0,african-american,61,15,0,0,single
50735.0,8,-1.9,5,1,0,1,0,african-american,61,29,0,0,significant other
57666.0,4,-2.82,2,0,0,0,0,caucasian,61,1,0,0,single
56802.0,2,-2.93,2,0,0,0,0,african-american,61,9,0,0,single
54161.0,4,-2.65,2,1,0,1,0,african-american,61,13,0,0,single
52907.0,6,-2.46,3,0,0,0,0,african-american,61,8,0,1,single
51421.0,1,-3.79,1,0,0,0,0,caucasian,61,4,0,0,significant other
51507.0,2,-3.88,1,0,0,0,0,african-american,61,5,0,0,separated
52633.0,1,-4.35,1,0,0,0,0,caucasian,61,0,0,1,significant other
58051.0,8,-0.43,10,0,0,0,0,african-american,61,2,0,1,single
53137.0,1,-4.3,1,0,0,0,0,caucasian,61,1,0,0,significant other
56419.0,1,-4.29,1,0,0,0,0,african-american,61,1,0,1,single
55206.0,1,-4.0,1,0,0,0,0,caucasian,61,0,0,1,significant other
55243.0,1,-4.09,1,0,0,0,0,caucasian,61,0,0,1,single
54301.0,1,-3.76,1,1,0,1,1,african-american,61,1,0,0,significant other
54751.0,1,-3.99,1,0,0,0,0,caucasian,61,0,0,1,separated
35736.0,3,-3.3,1,1,0,1,1,caucasian,61,8,0,0,other
30652.0,1,-3.78,1,0,0,0,0,caucasian,61,1,0,1,single
54909.0,9,-2.38,3,1,0,1,0,african-american,61,4,0,1,single
57803.0,6,-1.95,5,0,0,0,0,caucasian,61,10,0,0,single
58205.0,6,-1.89,5,0,0,0,0,caucasian,61,4,0,0,single
50950.0,1,-4.08,1,0,0,0,0,hispanic,61,0,0,0,significant other
51590.0,1,-4.31,1,0,0,0,1,caucasian,61,1,0,1,separated
15114.0,2,-2.81,2,1,0,0,0,african-american,61,14,0,1,separated
17427.0,3,-2.23,4,0,0,0,0,african-american,61,12,0,0,other
61882.0,1,-3.73,1,1,0,1,0,caucasian,61,1,0,0,significant other
40371.0,4,-2.72,2,0,0,0,0,african-american,61,30,0,0,significant other
59374.0,1,-4.17,1,0,0,0,1,caucasian,61,0,0,0,separated
61692.0,1,-4.13,1,0,0,0,0,hispanic,61,1,0,0,single
54617.0,1,-3.83,1,0,0,0,0,caucasian,61,0,0,1,single
60990.0,1,-3.28,1,0,0,0,0,caucasian,61,0,0,1,significant other
55772.0,1,-3.64,1,0,0,0,0,other,61,0,0,1,significant other
55568.0,2,-3.39,1,1,0,1,0,african-american,61,8,0,0,separated
59153.0,6,-2.64,2,0,0,0,1,caucasian,61,15,0,0,separated
52482.0,4,-3.53,1,1,0,1,0,hispanic,61,2,0,0,separated
62377.0,1,-4.22,1,0,0,0,0,caucasian,61,0,0,1,single
51506.0,1,-3.54,1,0,0,0,1,caucasian,61,0,0,1,separated
61523.0,6,-2.26,3,0,0,0,1,african-american,61,1,0,0,single
59219.0,1,-3.9,1,0,0,0,1,caucasian,60,2,0,0,separated
53384.0,1,-3.69,1,0,0,0,0,caucasian,60,3,0,1,significant other
54788.0,4,-3.31,1,1,0,1,0,african-american,60,15,0,0,single
57418.0,1,-3.79,1,0,0,0,0,african-american,60,2,0,0,separated
52269.0,1,-3.71,1,1,0,1,0,other,60,1,0,1,significant other
40074.0,8,-3.11,1,0,0,0,0,african-american,60,9,0,0,single
56529.0,1,-3.95,1,1,0,0,0,african-american,60,0,0,0,single
59249.0,1,-3.99,1,0,0,0,0,other,60,4,0,0,single
61433.0,1,-4.37,1,0,0,0,0,other,60,1,0,1,separated
54908.0,1,-4.22,1,0,0,0,0,hispanic,60,0,0,0,significant other
49384.0,9,-2.0,4,0,0,0,0,african-american,60,10,0,0,single
58092.0,1,-4.08,1,0,0,0,1,caucasian,60,0,0,1,single
50866.0,1,-4.28,1,0,0,0,0,caucasian,60,1,0,1,significant other
61169.0,1,-4.1,1,0,0,0,0,african-american,60,1,0,0,separated
54437.0,1,-4.22,1,0,0,0,0,caucasian,60,0,0,1,single
61635.0,1,-4.14,1,0,0,0,0,caucasian,60,1,0,0,single
60514.0,1,-2.72,2,0,0,0,0,caucasian,60,3,0,0,single
54463.0,3,-3.77,1,0,0,0,0,african-american,60,12,0,0,separated
57065.0,2,-3.5,1,0,0,0,0,caucasian,60,2,0,1,single
55174.0,3,-2.97,1,0,0,0,0,african-american,60,13,0,0,significant other
29747.0,3,-2.97,1,1,0,1,1,caucasian,60,9,0,0,single
59897.0,1,-4.1,1,0,0,0,0,african-american,60,1,0,0,single
4994.0,6,-2.28,3,1,0,1,0,african-american,60,13,0,0,significant other
56269.0,1,-3.03,1,0,0,0,0,african-american,60,0,0,0,single
59689.0,1,-3.97,1,0,0,0,0,african-american,60,3,0,1,significant other
55488.0,1,-3.89,1,0,0,0,0,hispanic,60,4,0,0,single
53155.0,7,-2.55,3,0,0,0,1,caucasian,60,0,0,0,single
62372.0,4,-3.4,1,0,0,0,0,hispanic,60,0,0,0,single
54570.0,1,-3.84,1,0,0,0,0,hispanic,60,1,0,0,single
62350.0,8,-1.97,5,1,0,1,0,african-american,60,19,0,0,single
57983.0,1,-4.28,1,0,0,0,1,caucasian,59,0,0,1,separated
52300.0,1,-3.96,1,0,0,0,0,hispanic,59,0,0,0,significant other
56656.0,1,-3.33,1,0,0,0,0,caucasian,59,0,0,0,single
52505.0,1,-3.92,1,1,0,1,0,caucasian,59,1,0,0,significant other
57612.0,1,-3.73,1,0,0,0,0,other,59,1,0,1,significant other
52041.0,5,-2.29,3,0,0,0,0,african-american,59,5,0,1,single
45513.0,3,-2.68,2,1,0,0,0,african-american,59,3,0,0,significant other
33999.0,3,-3.09,1,1,0,1,0,other,59,20,0,0,single
51034.0,1,-3.7,1,0,0,0,0,african-american,59,1,0,0,significant other
53303.0,1,-3.96,1,0,0,0,0,caucasian,59,0,0,1,single
56468.0,6,-2.17,4,0,0,0,0,african-american,59,5,0,1,separated
54299.0,1,-3.57,1,0,0,0,0,hispanic,59,1,0,1,significant other
55738.0,8,-1.5,6,1,0,1,0,african-american,59,8,0,0,single
53828.0,4,-2.57,2,1,0,0,0,african-american,59,8,0,0,separated
53396.0,1,-4.28,1,0,0,0,0,african-american,59,1,0,1,separated
13745.0,9,-2.06,4,1,0,1,0,african-american,59,9,0,0,single
55672.0,1,-3.94,1,0,0,0,1,caucasian,59,1,0,0,single
6588.0,6,-1.63,6,1,0,1,0,african-american,59,22,0,0,separated
59183.0,1,-4.2,1,0,0,0,0,caucasian,59,2,0,0,single
61041.0,1,-3.93,1,0,0,0,1,caucasian,59,0,0,1,single
52627.0,1,-4.04,1,0,0,0,1,caucasian,59,1,0,0,single
61906.0,1,-3.66,1,0,0,0,0,caucasian,59,0,0,1,significant other
56577.0,1,-3.7,1,1,0,1,0,caucasian,59,2,0,1,single
53030.0,4,-3.6,1,0,0,0,0,african-american,59,1,0,0,significant other
52428.0,1,-4.1,1,0,0,0,0,caucasian,59,0,0,0,single
57748.0,5,-2.75,2,1,0,1,0,african-american,59,17,0,0,single
54815.0,1,-3.7,1,0,0,0,0,caucasian,59,3,0,1,significant other
54384.0,1,-4.22,1,0,0,0,0,caucasian,59,0,0,0,separated
61989.0,2,-2.91,2,1,0,1,0,african-american,59,13,0,0,single
61597.0,3,-3.92,1,0,0,0,1,caucasian,59,2,0,0,single
54335.0,1,-3.9,1,0,0,0,0,caucasian,59,0,0,1,separated
56118.0,2,-2.77,2,0,0,0,0,african-american,59,4,0,1,significant other
54932.0,1,-4.06,1,0,0,0,0,african-american,59,4,0,1,significant other
53547.0,2,-3.38,1,1,0,1,0,caucasian,59,1,0,0,single
58377.0,1,-4.16,1,0,0,0,0,other,59,1,0,0,significant other
53216.0,1,-3.79,1,0,0,0,0,caucasian,59,2,0,0,significant other
59058.0,1,-3.15,1,0,0,0,0,african-american,59,0,0,1,significant other
51816.0,2,-3.91,1,0,0,0,1,african-american,59,0,0,1,single
59455.0,4,-2.01,4,0,0,0,0,african-american,59,17,0,0,other
58327.0,6,-2.68,2,1,0,1,0,african-american,59,15,0,1,significant other
12328.0,3,-3.67,1,1,0,1,0,african-american,59,4,0,0,single
54333.0,1,-3.35,1,0,0,0,0,african-american,59,2,0,1,single
56793.0,1,-3.64,1,0,0,0,0,hispanic,59,0,0,1,separated
2116.0,2,-3.67,1,1,0,1,0,hispanic,59,1,0,0,single
51133.0,1,-4.13,1,0,0,0,0,caucasian,58,1,0,0,single
51394.0,7,-2.05,4,1,0,1,0,african-american,58,21,0,1,single
60082.0,1,-4.14,1,1,1,1,0,caucasian,58,1,0,0,significant other
55865.0,1,-3.79,1,0,0,0,0,caucasian,58,1,0,1,single
61925.0,5,-2.53,3,0,0,0,1,hispanic,58,1,0,0,single
58898.0,2,-3.72,1,0,0,0,0,caucasian,58,3,0,1,separated
60861.0,1,-4.2,1,0,0,0,0,other,58,0,0,0,separated
57314.0,6,-3.32,1,1,0,1,0,african-american,58,24,0,0,significant other
54931.0,1,-4.09,1,0,0,0,1,caucasian,58,0,0,1,separated
53444.0,1,-3.58,1,0,0,0,0,caucasian,58,1,0,0,single
53738.0,1,-3.87,1,0,0,0,1,caucasian,58,2,0,1,other
51142.0,1,-3.85,1,0,0,0,0,african-american,58,0,0,1,single
58259.0,3,-2.74,2,0,0,0,0,caucasian,58,2,0,0,separated
52991.0,2,-3.28,1,0,0,0,0,hispanic,58,0,0,0,single
53570.0,1,-3.93,1,0,0,0,0,caucasian,58,1,0,0,single
49179.0,2,-3.07,1,0,0,0,0,caucasian,58,5,0,1,single
59537.0,1,-4.14,1,0,0,0,0,caucasian,58,0,0,1,significant other
53056.0,9,-0.97,9,1,0,0,0,african-american,58,16,0,0,single
59817.0,2,-3.4,1,0,0,0,0,caucasian,58,3,0,0,significant other
55981.0,2,-3.57,1,0,0,0,0,caucasian,58,3,0,1,single
51969.0,1,-4.25,1,0,0,0,0,hispanic,58,1,0,0,single
57822.0,1,-3.61,1,0,0,0,0,caucasian,58,0,0,1,significant other
55095.0,1,-4.29,1,0,0,0,0,caucasian,58,0,0,1,separated
54249.0,3,-3.43,1,1,0,0,0,caucasian,58,10,0,1,single
54304.0,1,-4.25,1,1,0,1,0,caucasian,58,2,0,1,significant other
13379.0,6,-2.44,3,0,0,0,0,african-american,58,6,0,0,significant other
60539.0,1,-3.31,1,0,0,0,0,caucasian,58,1,0,1,significant other
53007.0,2,-3.67,1,0,0,0,0,caucasian,58,8,0,1,separated
45956.0,3,-3.67,1,1,0,1,0,caucasian,58,2,0,1,significant other
48067.0,4,-3.4,1,1,0,1,0,caucasian,58,3,0,0,single
55471.0,3,-2.81,2,1,0,1,0,african-american,58,10,0,0,separated
57784.0,1,-3.95,1,0,0,0,0,african-american,58,0,0,0,single
50508.0,1,-4.04,1,0,0,0,0,hispanic,58,1,0,1,significant other
52464.0,3,-3.84,1,0,0,0,0,caucasian,58,2,0,0,significant other
59403.0,1,-3.82,1,0,0,0,1,african-american,58,4,0,0,single
58029.0,1,-3.76,1,1,0,1,1,other,58,0,0,0,single
61402.0,5,-2.56,2,0,0,0,0,caucasian,58,2,0,0,separated
54866.0,1,-3.91,1,0,0,0,0,caucasian,58,1,0,0,single
61810.0,3,-3.17,1,1,0,1,0,caucasian,58,5,0,0,single
56323.0,7,-2.27,3,1,0,1,0,caucasian,58,7,0,0,single
55543.0,2,-3.28,1,0,0,0,1,caucasian,58,1,0,1,significant other
61791.0,1,-3.94,1,0,0,0,1,other,58,0,0,0,separated
61367.0,1,-3.86,1,0,0,0,1,african-american,58,3,0,1,single
59209.0,6,-2.36,3,1,0,1,0,african-american,58,12,0,1,single
54903.0,1,-3.53,1,0,0,0,0,african-american,58,1,0,0,single
53751.0,2,-3.5,1,1,0,1,0,caucasian,58,12,0,0,significant other
51624.0,1,-3.58,1,1,0,0,0,caucasian,57,7,0,0,single
52625.0,1,-3.99,1,0,0,0,0,caucasian,57,0,0,0,separated
13059.0,1,-4.04,1,0,0,0,0,african-american,57,3,0,0,separated
53287.0,7,-1.76,5,1,1,0,0,african-american,57,8,0,1,significant other
8675.0,2,-3.74,1,0,0,0,0,african-american,57,2,0,0,significant other
58408.0,1,-3.93,1,0,0,0,0,hispanic,57,1,0,0,separated
55148.0,9,-1.69,6,0,0,0,0,african-american,57,12,0,0,single
60664.0,1,-4.13,1,0,0,0,0,caucasian,57,0,0,0,single
9364.0,9,-2.11,4,1,0,1,0,african-american,57,12,0,0,single
52368.0,4,-2.56,2,0,0,0,0,caucasian,57,3,0,0,single
58882.0,5,-3.04,1,0,0,0,0,caucasian,57,12,0,1,single
57555.0,7,-2.25,3,0,0,0,0,caucasian,57,15,0,0,single
55367.0,1,-3.42,1,0,0,0,0,caucasian,57,1,0,0,significant other
54755.0,2,-3.77,1,0,0,0,1,hispanic,57,1,0,1,single
60798.0,1,-3.76,1,0,0,0,0,caucasian,57,3,0,1,single
55849.0,1,-3.46,1,0,0,0,0,caucasian,57,0,0,0,significant other
56963.0,2,-2.91,2,0,0,0,0,caucasian,57,6,0,0,single
55107.0,1,-3.32,1,0,0,0,0,african-american,57,0,0,1,significant other
46313.0,2,-3.49,1,0,0,0,1,caucasian,57,4,0,0,separated
59402.0,1,-3.74,1,0,0,0,0,african-american,57,2,0,1,single
61095.0,1,-3.71,1,0,0,0,0,african-american,57,0,0,0,single
59061.0,1,-4.22,1,0,0,0,0,caucasian,57,2,0,0,separated
52705.0,1,-3.35,1,0,0,0,0,other,57,0,0,1,single
56074.0,5,-2.77,2,1,1,1,0,african-american,57,8,0,0,single
59211.0,2,-3.76,1,0,0,0,0,caucasian,57,1,0,0,significant other
57805.0,1,-4.07,1,0,0,0,0,caucasian,57,0,0,1,single
59253.0,1,-4.09,1,0,0,0,1,caucasian,57,2,0,0,significant other
60396.0,1,-4.11,1,0,0,0,0,other,57,0,0,0,significant other
58288.0,7,-2.2,4,0,0,0,0,african-american,57,19,0,0,significant other
52376.0,8,-1.35,7,1,1,1,0,african-american,57,23,0,0,single
54503.0,1,-3.69,1,0,0,0,0,caucasian,57,0,0,0,significant other
61690.0,5,-1.8,5,0,0,0,0,african-american,57,9,0,0,single
57146.0,1,-4.1,1,1,1,0,0,other,57,0,0,0,significant other
62187.0,3,-3.61,1,0,0,0,0,african-american,57,19,0,0,single
51948.0,1,-4.2,1,0,0,0,0,caucasian,57,2,0,0,single
38566.0,4,-2.34,3,1,0,1,0,other,57,10,0,0,single
52573.0,1,-4.2,1,0,0,0,1,caucasian,57,0,0,1,significant other
61506.0,1,-3.38,1,1,0,1,0,caucasian,57,21,0,1,separated
