person_id,decile_score,rawscore,v_decile_score,is_recid,is_violent_recid,two_year_recid,sex,race,age,age_cat,total_priors_count,adult_priors_count,juv_priors_count,c_charge_degree,maritalstatus,juv_fel_count,juv_misd_count,juv_other_count,is_violent,is_drug,is_property,is_fraud,is_weapon,is_traffic,is_sexual,is_public_disorder,is_justice_related,no_charge,maritalstatus_other,maritalstatus_separated,maritalstatus_significant other,log_juv_priors_count,log_adult_priors_count,adult_priors_freq,adult_priors_freq_2,adult_priors_freq_3
61288.0,1,-4.11,1,0,0,0,1,hispanic,67,greater than 65,0,0,0,1,separated,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03242170558936011,0.006433438813267032
61684.0,1,-3.94,1,1,0,1,0,african-american,67,greater than 65,1,1,0,0,separated,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.014925373134328358,0.04246560039952162,0.02032232770215592
49204.0,6,-3.59,1,0,0,0,0,african-american,67,greater than 65,3,3,0,0,significant other,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,1.3862943611198906,0.04477611940298507,0.06255339001984465,0.048100105479933694
51367.0,5,-2.99,1,0,0,0,0,caucasian,66,greater than 65,0,0,0,0,separated,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.032750649669606086,0.006524050627538399
57706.0,1,-4.53,1,1,0,1,0,caucasian,67,greater than 65,0,0,0,1,separated,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03242170558936011,0.006433438813267032
51829.0,1,-3.45,1,0,0,0,1,caucasian,66,greater than 65,2,2,0,1,significant other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0986122886681098,0.030303030303030304,0.05304224594848444,0.03469306471204544
51713.0,1,-4.3,1,0,0,0,0,caucasian,66,greater than 65,0,0,0,1,separated,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.032750649669606086,0.006524050627538399
55773.0,1,-4.46,1,0,0,0,0,caucasian,66,greater than 65,0,0,0,1,single,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.032750649669606086,0.006524050627538399
56257.0,1,-2.73,2,0,0,0,0,african-american,66,greater than 65,3,3,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.3862943611198906,0.045454545454545456,0.06318804408792361,0.04877757175429896
37476.0,5,-2.0,4,0,0,0,0,african-american,66,greater than 65,22,22,0,1,separated,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,3.1354942159291497,0.3333333333333333,0.25595820873726793,0.31638320555711585
57804.0,1,-4.26,1,0,0,0,0,other,66,greater than 65,0,0,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.032750649669606086,0.006524050627538399
62373.0,1,-4.06,1,0,0,0,0,hispanic,66,greater than 65,0,0,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.032750649669606086,0.006524050627538399
56418.0,1,-4.31,1,0,0,0,0,other,66,greater than 65,0,0,0,0,single,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.032750649669606086,0.006524050627538399
61111.0,1,-3.17,1,0,0,0,0,caucasian,66,greater than 65,4,4,0,1,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.6094379124341003,0.06060606060606061,0.07333384222736279,0.06286207879655248
59878.0,4,-2.82,2,0,0,0,0,african-american,66,greater than 65,2,2,0,0,single,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0986122886681098,0.030303030303030304,0.05304224594848444,0.03469306471204544
58264.0,2,-3.89,1,0,0,0,1,african-american,66,greater than 65,5,5,0,0,separated,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.791759469228055,0.07575757575757576,0.08347964036680196,0.076946585838806
50994.0,1,-4.32,1,0,0,0,0,caucasian,65,46-65,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.03308633696563286,0.006617251350788948
57967.0,1,-3.57,1,0,0,0,0,caucasian,65,46-65,2,2,0,0,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0986122886681098,0.03076923076923077,0.053585917854149206,0.03518867992221752
57469.0,4,-3.18,1,0,0,0,0,african-american,65,46-65,6,6,0,1,single,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.9459101490553132,0.09230769230769231,0.09458507963118189,0.09233153706507466
57305.0,1,-4.42,1,0,0,0,0,hispanic,65,46-65,0,0,0,1,significant other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03308633696563286,0.006617251350788948
51890.0,7,-1.54,6,1,1,1,0,caucasian,64,46-65,7,7,0,0,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0794415416798357,0.109375,0.10592053334598042,0.10816242890659748
55571.0,2,-3.2,1,0,0,0,0,african-american,65,46-65,1,1,0,0,separated,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.6931471805599453,0.015384615384615385,0.04333612740989103,0.020902965636503235
54498.0,1,-4.4,1,0,0,0,0,caucasian,65,46-65,0,0,0,0,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03308633696563286,0.006617251350788948
60632.0,1,-3.52,1,0,0,0,0,african-american,65,46-65,4,4,0,1,significant other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.6094379124341003,0.06153846153846154,0.07408549874266555,0.06376010849364609
60232.0,1,-4.04,1,0,0,0,0,caucasian,65,46-65,0,0,0,1,significant other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03308633696563286,0.006617251350788948
53703.0,3,-3.08,1,0,0,0,0,caucasian,64,46-65,1,1,0,0,single,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.015625,0.0437849135988997,0.021205907167467047
52249.0,1,-3.86,1,1,0,1,0,caucasian,64,46-65,0,0,0,0,single,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
56578.0,1,-4.19,1,0,0,0,0,other,64,46-65,0,0,0,1,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
51619.0,1,-4.14,1,0,0,0,1,african-american,64,46-65,0,0,0,0,other,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
60235.0,2,-3.64,1,0,0,0,0,caucasian,65,46-65,2,2,0,0,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0986122886681098,0.03076923076923077,0.053585917854149206,0.03518867992221752
60725.0,1,-3.33,1,0,0,0,1,caucasian,64,46-65,0,0,0,1,other,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
51584.0,1,-4.31,1,0,0,0,0,caucasian,63,46-65,3,3,0,0,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.3862943611198906,0.047619047619047616,0.06517170085165813,0.05092952344934156
25103.0,2,-3.33,1,0,0,0,0,african-american,63,46-65,3,3,0,0,significant other,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.3862943611198906,0.047619047619047616,0.06517170085165813,0.05092952344934156
60550.0,1,-4.25,1,0,0,0,0,caucasian,64,46-65,2,2,0,0,single,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0.03125,0.05414085022341315,0.03569866079065545
54327.0,1,-4.03,1,0,0,0,0,caucasian,64,46-65,0,0,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
57320.0,1,-4.21,1,0,0,0,0,hispanic,64,46-65,2,2,0,0,separated,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0986122886681098,0.03125,0.05414085022341315,0.03569866079065545
54314.0,1,-3.98,1,0,0,0,0,caucasian,64,46-65,0,0,0,1,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
56488.0,1,-4.5,1,0,0,0,0,caucasian,64,46-65,0,0,0,1,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
52507.0,1,-4.02,1,0,0,0,0,hispanic,63,46-65,0,0,0,0,separated,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03377878796177123,0.006811876390518034
61624.0,4,-2.91,2,0,0,0,0,african-american,64,46-65,8,8,0,0,single,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.1972245773362196,0.125,0.11627646997049387,0.1226551825297859
7114.0,2,-3.21,1,1,0,1,0,african-american,64,46-65,5,5,0,1,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.791759469228055,0.078125,0.0852086600969535,0.07917692166022067
58788.0,1,-3.95,1,0,0,0,0,caucasian,64,46-65,3,3,0,0,single,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.3862943611198906,0.046875,0.0644967868479266,0.05019141441384386
60889.0,1,-4.15,1,0,0,0,0,caucasian,64,46-65,0,0,0,0,single,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
55961.0,6,-3.61,1,1,0,1,0,african-american,64,46-65,8,8,0,0,separated,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.1972245773362196,0.125,0.11627646997049387,0.1226551825297859
52983.0,1,-3.95,1,0,0,0,1,caucasian,63,46-65,1,1,0,1,single,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.044243092258400195,0.02151775874345921
52461.0,1,-4.49,1,0,0,0,0,caucasian,63,46-65,0,0,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03377878796177123,0.006811876390518034
52425.0,2,-3.72,1,1,0,1,0,african-american,63,46-65,5,5,0,0,separated,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.791759469228055,0.07936507936507936,0.08610030944491606,0.08034128815522391
33083.0,1,-2.76,2,0,0,0,0,caucasian,63,46-65,1,1,0,0,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.044243092258400195,0.02151775874345921
55233.0,1,-2.98,1,1,1,0,0,african-american,63,46-65,3,3,0,0,significant other,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,1.3862943611198906,0.047619047619047616,0.06517170085165813,0.05092952344934156
41026.0,6,-2.7,2,1,0,1,0,african-american,64,46-65,33,33,0,0,single,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.5263605246161616,0.515625,0.37517488558333023,0.48497402310949606
61760.0,1,-4.42,1,0,0,0,0,other,64,46-65,0,0,0,1,significant other,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03342897697438625,0.0067131535442786425
59668.0,8,-2.63,2,1,0,1,1,african-american,64,46-65,11,11,0,0,single,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.4849066497880004,0.171875,0.14734427984403423,0.16613344339935113
56430.0,1,-4.01,1,1,0,1,0,caucasian,63,46-65,0,0,0,1,single,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03377878796177123,0.006811876390518034
52530.0,1,-3.93,1,0,0,0,0,african-american,63,46-65,3,3,0,0,separated,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.3862943611198906,0.047619047619047616,0.06517170085165813,0.05092952344934156
56541.0,1,-4.29,1,0,0,0,0,caucasian,63,46-65,0,0,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03377878796177123,0.006811876390518034
53712.0,1,-4.47,1,0,0,0,0,caucasian,63,46-65,0,0,0,1,separated,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03377878796177123,0.006811876390518034
57417.0,1,-4.13,1,0,0,0,0,caucasian,63,46-65,1,1,0,0,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.044243092258400195,0.02151775874345921
51154.0,1,-4.15,1,0,0,0,0,caucasian,62,46-65,1,1,0,1,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0.016129032258064516,0.04471096136350271,0.021838919321719795
53649.0,3,-3.0,1,0,0,0,0,caucasian,63,46-65,2,2,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0986122886681098,0.031746031746031744,0.05470739655502917,0.03622364109640038
52369.0,3,-3.83,1,0,0,0,0,caucasian,62,46-65,4,4,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.6094379124341003,0.06451612903225806,0.07643585317508363,0.06661503872470487
51336.0,6,-3.09,1,0,0,0,0,caucasian,62,46-65,3,3,0,0,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.3862943611198906,0.04838709677419355,0.06586088923788999,0.05168966559037651
54342.0,1,-3.73,1,0,0,0,0,caucasian,63,46-65,2,2,0,1,separated,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0986122886681098,0.031746031746031744,0.05470739655502917,0.03622364109640038
54581.0,1,-4.24,1,0,0,0,1,caucasian,62,46-65,0,0,0,1,separated,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03413599742630907,0.006913546187391438
53627.0,10,-2.18,4,0,0,0,0,african-american,62,46-65,11,11,0,0,single,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.4849066497880004,0.1774193548387097,0.1504606007354391,0.1710926506650034
58349.0,5,-3.74,1,0,0,0,0,african-american,62,46-65,7,7,0,1,single,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0794415416798357,0.11290322580645161,0.10816074498666453,0.11139115812768995
60161.0,1,-3.65,1,1,0,1,1,caucasian,63,46-65,1,1,0,1,separated,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.044243092258400195,0.02151775874345921
59960.0,1,-3.37,1,0,0,0,1,caucasian,63,46-65,1,1,0,0,separated,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.6931471805599453,0.015873015873015872,0.044243092258400195,0.02151775874345921
57590.0,4,-3.57,1,0,0,0,0,caucasian,62,46-65,6,6,0,0,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.9459101490553132,0.0967741935483871,0.0975857810494709,0.09646578499336159
57901.0,1,-4.39,1,0,0,0,1,caucasian,62,46-65,1,1,0,0,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.6931471805599453,0.016129032258064516,0.04471096136350271,0.021838919321719795
54234.0,1,-4.06,1,0,0,0,1,caucasian,62,46-65,0,0,0,0,other,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.03413599742630907,0.006913546187391438
61442.0,1,-3.66,1,0,0,0,1,african-american,63,46-65,0,0,0,0,significant other,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03377878796177123,0.006811876390518034
52439.0,1,-4.4,1,0,0,0,0,caucasian,61,46-65,0,0,0,1,single,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03450084259252785,0.0070182968872003985
56153.0,2,-2.66,2,0,0,0,0,caucasian,62,46-65,3,3,0,0,separated,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.3862943611198906,0.04838709677419355,0.06586088923788999,0.05168966559037651
53629.0,1,-4.15,1,0,0,0,0,caucasian,61,46-65,8,8,0,0,other,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,2.1972245773362196,0.13114754098360656,0.12000475487899531,0.12823041809932162
56410.0,1,-4.09,1,0,0,0,0,hispanic,62,46-65,1,1,0,0,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.6931471805599453,0.016129032258064516,0.04471096136350271,0.021838919321719795
58290.0,1,-4.13,1,0,0,0,1,other,62,46-65,0,0,0,0,separated,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.03413599742630907,0.006913546187391438
57897.0,2,-3.7,1,0,0,0,0,african-american,62,46-65,0,0,0,1,significant other,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.03413599742630907,0.006913546187391438
58000.0,1,-3.93,1,0,0,0,1,caucasian,62,46-65,1,1,0,0,single,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0.016129032258064516,0.04471096136350271,0.021838919321719795
51121.0,3,-2.74,2,0,0,0,0,caucasian,61,46-65,0,0,0,0,single,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03450084259252785,0.0070182968872003985
