person_id,decile_score,rawscore,v_decile_score,is_recid,is_violent_recid,two_year_recid,sex,race,age,priors_count,juv_priors_count,c_charge_degree,maritalstatus,maritalstatus_other,maritalstatus_separated,maritalstatus_significant other,race_caucasian,race_hispanic,race_other
60161.0,1,-3.65,1,1,0,1,1,caucasian,65,1,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
59960.0,1,-3.37,1,0,0,0,1,caucasian,65,1,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
57590.0,4,-3.57,1,0,0,0,0,caucasian,65,6,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
57901.0,1,-4.39,1,0,0,0,1,caucasian,65,1,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
54234.0,1,-4.06,1,0,0,0,1,caucasian,65,0,0,0,other,1.0,0.0,0.0,1.0,0.0,0.0
61442.0,1,-3.66,1,0,0,0,1,african-american,65,0,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
52439.0,1,-4.4,1,0,0,0,0,caucasian,65,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
56153.0,2,-2.66,2,0,0,0,0,caucasian,65,3,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
53629.0,1,-4.15,1,0,0,0,0,caucasian,64,8,0,0,other,1.0,0.0,0.0,1.0,0.0,0.0
56410.0,1,-4.09,1,0,0,0,0,hispanic,64,1,0,0,significant other,0.0,0.0,1.0,0.0,1.0,0.0
58290.0,1,-4.13,1,0,0,0,1,other,64,0,0,0,separated,0.0,1.0,0.0,0.0,0.0,1.0
57897.0,2,-3.7,1,0,0,0,0,african-american,64,0,0,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
58000.0,1,-3.93,1,0,0,0,1,caucasian,64,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
51121.0,3,-2.74,2,0,0,0,0,caucasian,64,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
11694.0,6,-2.67,2,0,0,0,0,african-american,64,13,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
49669.0,3,-3.59,1,0,0,0,1,caucasian,64,7,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
59977.0,7,-3.16,1,0,0,0,0,african-american,64,20,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
55216.0,1,-4.0,1,0,0,0,0,hispanic,64,1,0,1,single,0.0,0.0,0.0,0.0,1.0,0.0
54305.0,1,-4.04,1,0,0,0,1,african-american,64,0,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
56518.0,4,-3.25,1,0,0,0,0,african-american,64,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
56573.0,1,-3.98,1,0,0,0,1,caucasian,64,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
62395.0,1,-4.36,1,0,0,0,1,caucasian,64,2,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
58549.0,1,-4.4,1,0,0,0,0,caucasian,64,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
52894.0,9,-3.1,1,0,0,0,0,african-american,63,3,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
60877.0,1,-4.08,1,0,0,0,0,caucasian,63,1,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
61688.0,6,-3.15,1,1,0,1,0,african-american,63,9,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
58311.0,1,-3.6,1,0,0,0,0,caucasian,63,1,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
52471.0,1,-4.1,1,0,0,0,1,caucasian,63,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
60602.0,1,-4.23,1,0,0,0,1,hispanic,63,1,0,0,other,1.0,0.0,0.0,0.0,1.0,0.0
55379.0,6,-2.84,2,0,0,0,0,african-american,63,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54139.0,3,-2.86,2,0,0,0,0,african-american,63,6,0,0,other,1.0,0.0,0.0,0.0,0.0,0.0
46131.0,1,-3.43,1,0,0,0,0,african-american,63,2,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
58343.0,1,-4.19,1,0,0,0,0,african-american,63,0,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
57304.0,9,-1.97,5,0,0,0,0,african-american,63,16,0,1,separated,0.0,1.0,0.0,0.0,0.0,0.0
61107.0,1,-3.6,1,0,0,0,0,african-american,63,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
27125.0,9,-1.79,5,1,0,1,0,african-american,63,22,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
62371.0,4,-2.89,2,1,0,1,0,other,63,23,0,0,separated,0.0,1.0,0.0,0.0,0.0,1.0
52120.0,1,-4.16,1,0,0,0,0,caucasian,63,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
40381.0,1,-3.83,1,0,0,0,0,caucasian,63,1,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
55092.0,1,-4.2,1,0,0,0,0,caucasian,63,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58873.0,1,-4.18,1,1,0,1,0,caucasian,63,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
59241.0,4,-4.0,1,0,0,0,1,african-american,63,1,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
60994.0,1,-3.8,1,0,0,0,0,hispanic,63,1,0,0,single,0.0,0.0,0.0,0.0,1.0,0.0
57837.0,4,-3.11,1,1,1,1,0,caucasian,63,10,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
59617.0,1,-4.05,1,0,0,0,0,caucasian,63,2,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
7258.0,1,-3.41,1,0,0,0,0,caucasian,63,5,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
3001.0,7,-1.91,5,1,0,1,0,african-american,63,10,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
58845.0,1,-4.02,1,0,0,0,1,african-american,63,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
57827.0,9,-0.77,9,0,0,0,0,african-american,62,15,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
52342.0,1,-4.01,1,1,0,1,1,caucasian,62,1,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
57607.0,1,-3.28,1,0,0,0,0,african-american,62,4,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
50949.0,1,-4.35,1,0,0,0,0,caucasian,62,0,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
58782.0,1,-4.16,1,0,0,0,0,hispanic,62,0,0,1,single,0.0,0.0,0.0,0.0,1.0,0.0
58052.0,1,-4.4,1,0,0,0,0,caucasian,62,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
57420.0,1,-4.07,1,0,0,0,1,caucasian,62,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
60634.0,1,-4.17,1,0,0,0,0,african-american,62,0,0,1,significant other,0.0,0.0,1.0,0.0,0.0,0.0
59464.0,1,-3.52,1,1,0,1,1,caucasian,62,2,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
55520.0,2,-2.86,2,0,0,0,0,hispanic,62,5,0,0,single,0.0,0.0,0.0,0.0,1.0,0.0
54017.0,1,-3.31,1,0,0,0,0,caucasian,62,3,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
57821.0,1,-4.16,1,0,0,0,1,caucasian,62,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
56533.0,1,-4.35,1,0,0,0,0,other,62,0,0,1,other,1.0,0.0,0.0,0.0,0.0,1.0
54735.0,1,-3.92,1,0,0,0,0,caucasian,62,0,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
57879.0,1,-4.27,1,0,0,0,0,caucasian,62,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
40560.0,7,-1.5,6,0,0,0,0,african-american,62,1,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
50999.0,1,-3.88,1,0,0,0,0,hispanic,62,0,0,1,single,0.0,0.0,0.0,0.0,1.0,0.0
53443.0,1,-4.26,1,0,0,0,0,caucasian,62,0,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
50375.0,4,-3.07,1,0,0,0,0,african-american,62,8,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
60038.0,3,-3.2,1,1,0,1,0,african-american,62,3,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
51272.0,1,-3.43,1,0,0,0,0,caucasian,62,2,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
51055.0,1,-3.5,1,0,0,0,0,caucasian,62,0,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
18210.0,7,-2.1,4,0,0,0,0,african-american,61,25,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
61307.0,1,-4.31,1,1,0,1,0,african-american,61,1,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
51219.0,2,-3.39,1,1,0,1,0,african-american,61,20,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
16156.0,3,-2.4,3,0,0,0,0,african-american,61,11,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
4551.0,6,-2.32,3,1,0,1,0,african-american,61,15,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
50735.0,8,-1.9,5,1,0,1,0,african-american,61,29,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
57666.0,4,-2.82,2,0,0,0,0,caucasian,61,1,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
56802.0,2,-2.93,2,0,0,0,0,african-american,61,9,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
54161.0,4,-2.65,2,1,0,1,0,african-american,61,13,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
52907.0,6,-2.46,3,0,0,0,0,african-american,61,8,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
51421.0,1,-3.79,1,0,0,0,0,caucasian,61,4,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
51507.0,2,-3.88,1,0,0,0,0,african-american,61,5,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
52633.0,1,-4.35,1,0,0,0,0,caucasian,61,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
58051.0,8,-0.43,10,0,0,0,0,african-american,61,2,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
53137.0,1,-4.3,1,0,0,0,0,caucasian,61,1,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
56419.0,1,-4.29,1,0,0,0,0,african-american,61,1,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
55206.0,1,-4.0,1,0,0,0,0,caucasian,61,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
55243.0,1,-4.09,1,0,0,0,0,caucasian,61,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
54301.0,1,-3.76,1,1,0,1,1,african-american,61,1,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
54751.0,1,-3.99,1,0,0,0,0,caucasian,61,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
35736.0,3,-3.3,1,1,0,1,1,caucasian,61,8,0,0,other,1.0,0.0,0.0,1.0,0.0,0.0
30652.0,1,-3.78,1,0,0,0,0,caucasian,61,1,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
54909.0,9,-2.38,3,1,0,1,0,african-american,61,4,0,1,single,0.0,0.0,0.0,0.0,0.0,0.0
57803.0,6,-1.95,5,0,0,0,0,caucasian,61,10,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
58205.0,6,-1.89,5,0,0,0,0,caucasian,61,4,0,0,single,0.0,0.0,0.0,1.0,0.0,0.0
50950.0,1,-4.08,1,0,0,0,0,hispanic,61,0,0,0,significant other,0.0,0.0,1.0,0.0,1.0,0.0
51590.0,1,-4.31,1,0,0,0,1,caucasian,61,1,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
15114.0,2,-2.81,2,1,0,0,0,african-american,61,14,0,1,separated,0.0,1.0,0.0,0.0,0.0,0.0
17427.0,3,-2.23,4,0,0,0,0,african-american,61,12,0,0,other,1.0,0.0,0.0,0.0,0.0,0.0
61882.0,1,-3.73,1,1,0,1,0,caucasian,61,1,0,0,significant other,0.0,0.0,1.0,1.0,0.0,0.0
40371.0,4,-2.72,2,0,0,0,0,african-american,61,30,0,0,significant other,0.0,0.0,1.0,0.0,0.0,0.0
59374.0,1,-4.17,1,0,0,0,1,caucasian,61,0,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
61692.0,1,-4.13,1,0,0,0,0,hispanic,61,1,0,0,single,0.0,0.0,0.0,0.0,1.0,0.0
54617.0,1,-3.83,1,0,0,0,0,caucasian,61,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
60990.0,1,-3.28,1,0,0,0,0,caucasian,61,0,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
55772.0,1,-3.64,1,0,0,0,0,other,61,0,0,1,significant other,0.0,0.0,1.0,0.0,0.0,1.0
55568.0,2,-3.39,1,1,0,1,0,african-american,61,8,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
59153.0,6,-2.64,2,0,0,0,1,caucasian,61,15,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
52482.0,4,-3.53,1,1,0,1,0,hispanic,61,2,0,0,separated,0.0,1.0,0.0,0.0,1.0,0.0
62377.0,1,-4.22,1,0,0,0,0,caucasian,61,0,0,1,single,0.0,0.0,0.0,1.0,0.0,0.0
51506.0,1,-3.54,1,0,0,0,1,caucasian,61,0,0,1,separated,0.0,1.0,0.0,1.0,0.0,0.0
61523.0,6,-2.26,3,0,0,0,1,african-american,61,1,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59219.0,1,-3.9,1,0,0,0,1,caucasian,60,2,0,0,separated,0.0,1.0,0.0,1.0,0.0,0.0
53384.0,1,-3.69,1,0,0,0,0,caucasian,60,3,0,1,significant other,0.0,0.0,1.0,1.0,0.0,0.0
54788.0,4,-3.31,1,1,0,1,0,african-american,60,15,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
57418.0,1,-3.79,1,0,0,0,0,african-american,60,2,0,0,separated,0.0,1.0,0.0,0.0,0.0,0.0
52269.0,1,-3.71,1,1,0,1,0,other,60,1,0,1,significant other,0.0,0.0,1.0,0.0,0.0,1.0
40074.0,8,-3.11,1,0,0,0,0,african-american,60,9,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
56529.0,1,-3.95,1,1,0,0,0,african-american,60,0,0,0,single,0.0,0.0,0.0,0.0,0.0,0.0
59249.0,1,-3.99,1,0,0,0,0,other,60,4,0,0,single,0.0,0.0,0.0,0.0,0.0,1.0
61433.0,1,-4.37,1,0,0,0,0,other,60,1,0,1,separated,0.0,1.0,0.0,0.0,0.0,1.0
54908.0,1,-4.22,1,0,0,0,0,hispanic,60,0,0,0,significant other,0.0,0.0,1.0,0.0,1.0,0.0
